train_dataset,test_dataset,feature_set,n_features,train_bias_level,test_bias_level,train_bias_bucket,test_bias_bucket,accuracy,precision,recall,f1,roc_auc,pr_auc,spd,eod,aaod,di,ppr_priv,ppr_unpriv,tpr_priv,tpr_unpriv,fpr_priv,fpr_unpriv,fairness_penalty
gs_v0_5,pd_v0_5,C_sem_protegido,29,0.5,0.5,medio,medio,0.9876707540066688,0.9265595576745863,0.9999567604963895,0.961860000831843,0.999283798588241,0.9957913239934288,0.6811253867651823,-6.253517603649339e-05,3.1267588018246695e-05,44.55857345393513,0.015636999395434715,0.696762386160617,1.0,0.9999374648239635,0.0,0.0,11.059948160866092
gs_v0_5,pd_v0_25,C_sem_protegido,29,0.5,0.25,medio,baixo,0.999946498314697,0.9998351428369563,0.9999528924062558,0.9998940141549985,0.9999950102951085,0.9999836497864354,0.35028186946449197,-0.000206121817994398,0.000103060908997199,3.2282735308586896,0.15719877502180218,0.5074806444862942,1.0,0.9997938781820056,0.0,0.0,0.6447161457625433
gs_v0_5,pd_v0_75,C_sem_protegido,29,0.5,0.75,medio,medio,0.9997147979139505,0.9986016371077763,0.9999658469945355,0.999283276450512,0.9999912518817963,0.9999557704287494,0.711983391900672,-3.801703163019976e-05,8.318232849866656e-05,18.646307309825225,0.04034744376826359,0.7523308356689355,1.0,0.9999619829683698,0.00047468796247172813,0.0003463403371045948,4.589602975271506
gs_v0_5,pd_v0,C_sem_protegido,29,0.5,0.0,medio,baixo,0.9999172302889845,0.9996687391703191,0.9999745106035889,0.9998216015087416,0.9999961263227928,0.9999897450962136,-0.20192065608852017,0.0,0.00025867643888769133,0.28653671795801433,0.2830147832003464,0.08109412711182623,1.0,1.0,0.0005173528777753827,0.0,0.2289106536423484
gs_v0_5,pd_v1,C_sem_protegido,29,0.5,1.0,medio,alto,0.9800254681947583,0.9097814619442351,0.9999006128871957,0.9527146464646464,0.9995891343702908,0.998162954782033,0.8746374265052633,,0.0002538715410002539,3446.1968230042316,0.0002538715410002539,0.8748912980462635,,0.9999006128871957,0.0002538715410002539,0.0,1148.6905714340926
gs_v0_5,gs_v0_25,A_com_protegido,11,0.5,0.25,medio,baixo,0.9985829032925553,0.998334015315368,0.9950766183068228,0.9967026553837175,0.9999218972319805,0.9997452186738045,-0.08157445078751643,0.02447518331287002,0.01223759165643501,0.7409620142046617,0.31491308325709055,0.23333863246957412,0.975070821529745,0.999546004842615,0.0,0.0,0.09433130288803995
gs_v0_5,gs_v0_75,A_com_protegido,11,0.5,0.75,medio,medio,0.9986267956684496,0.9983634822759285,0.9952514129231487,0.9968050186009191,0.9999292299793783,0.999769640661158,0.22513979294035766,,0.0003266439376926689,,0.0,0.22513979294035766,,0.9987004320185452,0.0,0.0003266439376926689,0.11273321843902516
gs_v0_5,gs_v0,A_com_protegido,11,0.5,0.0,medio,baixo,0.9933366188910567,0.9775469794896701,0.9854624887014161,0.9814887751083103,0.9992409908526331,0.9961955600176978,0.07819834061920422,0.007125097583189688,0.01782641843368401,1.4076927459029172,0.19180704441041346,0.2700053850296177,0.9922975352112676,0.9994226327944573,0.0,0.028527739284178334,0.12771065063474876
gs_v0_5,gs_v1,A_com_protegido,11,0.5,1.0,medio,alto,0.9985955056179775,0.9982547122768525,0.9926120587068623,0.9954253890905475,0.9998816688284666,0.999427272163689,,,,,,,,,,,
gs_v0_5,pd_v0_5,A_com_protegido,11,0.5,0.5,medio,medio,0.9970420565773905,0.9885438649381971,0.9924763263717733,0.9905061925516765,0.9998572244498095,0.9992921557999251,0.6753789460749187,-0.0052449173506492475,0.0026224586753246237,44.32690448504308,0.015587980588552475,0.6909669266634711,0.9968652037617555,0.9916202864111062,0.0,0.0,11.002537701785993
gs_v0_5,pd_v0_25,A_com_protegido,11,0.5,0.25,medio,baixo,0.9967304525648113,0.9929189799567141,0.9941351045788581,0.9935266701191092,0.9998029304422582,0.9994129954759673,0.3496808420069394,-0.001030609089972212,0.0006235921568833049,3.2218702676335256,0.15738130488571603,0.5070621468926554,1.0,0.9989693909100278,0.0002165752237943979,0.0,0.6433013277218301
gs_v0_5,pd_v0_75,A_com_protegido,11,0.5,0.75,medio,medio,0.9992734137331595,0.9999657240788347,0.996379781420765,0.9981695321187238,0.9999643258218026,0.9998750256177025,0.7093504290057177,-0.004029805352798066,0.002014902676399033,18.781908838939703,0.03989169191174499,0.7492421209174627,1.0,0.9959701946472019,0.0,0.0,4.624325993993654
gs_v0_5,pd_v0,A_com_protegido,11,0.5,0.0,medio,baixo,0.9756420564725914,0.906577119036591,0.997807911908646,0.9500072804931321,0.9970583831320702,0.9895295499112465,-0.2850838898362779,0.0,0.05822375511963785,0.2214609380096106,0.36617801694810415,0.08109412711182623,1.0,1.0,0.1164475102392757,0.0,0.2804616767365763
gs_v0_5,pd_v1,A_com_protegido,11,0.5,1.0,medio,alto,0.9840123740757779,0.9311939418391733,0.9940036441941361,0.9615742076082427,0.9974566221520329,0.9882076141600955,0.8696469547952401,,8.462384700008462e-05,10277.618064815353,8.462384700008462e-05,0.8697315786422402,,0.9940036441941361,8.462384700008462e-05,0.0,3425.8292654646652
gs_v0_5,gs_v0_25,B_com_protegido,22,0.5,0.25,medio,baixo,0.9999811889817596,0.9999417368252396,0.9999708675639457,0.9999563019824333,0.9999961841874137,0.9999905840410057,-0.08951970319536301,0.0,0.0,0.7228185960551508,0.322964318389753,0.23344461519438997,1.0,1.0,0.0,0.0,0.09167527678505306
gs_v0_5,gs_v0_75,B_com_protegido,22,0.5,0.75,medio,medio,0.9999874593211731,0.9999708675639457,0.9999708675639457,0.9999708675639457,0.9999960061177117,0.9999902910741625,0.22517933832659742,,1.0207623052895903e-05,,0.0,0.22517933832659742,,0.9999648765410417,0.0,1.0207623052895903e-05,0.11259477297482516
gs_v0_5,gs_v0,B_com_protegido,22,0.5,0.0,medio,baixo,0.9994869129034654,0.9977440216573921,0.9993974088580898,0.9985700308572288,0.9999927725098189,0.999975115188775,0.05569336998122251,0.000660211267605626,0.00045778302002462336,1.2873029935305198,0.19384890250127615,0.24954227248249866,0.9993397887323944,1.0,0.0008437038599451593,0.00109905863238878,0.08602858944984314
gs_v0_5,gs_v1,B_com_protegido,22,0.5,1.0,medio,alto,0.9995267464582316,0.9970335212103233,0.9999008330027767,0.9984651185819676,0.9999861117890844,0.9999249568134773,,,,,,,,,,,
gs_v0_5,pd_v0_5,B_com_protegido,22,0.5,0.5,medio,medio,0.9884035172636334,0.9306930693069307,0.9998702814891685,0.9640422737790006,0.9990019837251672,0.9939714481774541,0.6809075201799553,-0.0001876055281095912,0.0001601994176634537,44.18364885236626,0.015767716213787357,0.6966752363937426,1.0,0.9998123944718904,0.00013279330721731626,0.0,10.966226044372997
