feature_set,f1_mean,f1_std,fairness_penalty_mean,spd_abs_mean,eod_abs_mean,aaod_mean,di_distance_mean,roc_auc_mean,pr_auc_mean,selection_score
C_com_protegido,0.9910708404994691,0.01496810712033835,149.75402387536252,0.36052984996764187,0.00037773385695451266,0.0005196827280222694,507.09565717002806,0.9999264390457201,0.9996174327240573,-148.76295303486305
C_sem_protegido,0.992919360679372,0.014941987696298996,170.4903323233668,0.3605119793156283,0.00014486381205191726,0.00023751415866603965,577.0805050638635,0.9999145208206685,0.9995268563988565,-169.49741296268743
B_com_protegido,0.9903762530987976,0.014934577813875837,182.94043016596032,0.3606044524850042,0.0010617494383250048,0.0015087817283951116,619.092888885639,0.9998618425299418,0.9993018560752156,-181.95005391286153
B_sem_protegido,0.9932316215691511,0.013427284952082279,214.89331624142406,0.360640312482212,0.0003059068197465982,0.0006461887062542592,726.9350695870977,0.9998641223500114,0.9992421295243153,-213.9000846198549
A_com_protegido,0.967086177898765,0.04256117942840818,284.9818761015705,0.37530133986450004,0.097422914715998,0.051771741740247026,944.8389238058937,0.9971510555430847,0.9820347279199465,-284.01478992367174
A_sem_protegido,0.9832775866273702,0.019889786376152036,292.62013549419913,0.36889082641821935,0.004932938082578498,0.0103019763116546,937.1158714609835,0.9989981512300923,0.9955468938500338,-291.63685790757177
